,"I. SKUPAJ PRIHODKI (70+71+72+73+74+78)",7942417878,0,7887035270,"99,30","---"
,"TEKOČI PRIHODKI (70+71)",7017836396,0,7028512553,"100,15","---"
70,"DAVČNI PRIHODKI",6559148399,0,6502528577,"99,14","---"
700,"Davki na dohodek in dobiček",1473514455,0,1509212486,"102,42","---"
7000,"Dohodnina",852995305,0,929772095,"109,00","---"
7001,"Davek od dohodkov pravnih oseb",618916020,0,576884970,"93,21","---"
7002,"Drugi davki na dohodek in dobiček",1603130,0,2555421,"159,40","---"
701,"Prispevki za socialno varnost",54180147,0,53501109,"98,75","---"
7010,"Prispevki zaposlenih",29531474,0,27170801,"92,01","---"
7011,"Prispevki delodajalcev",20100641,0,21333094,"106,13","---"
7012,"Prispevki samozaposlenih",2949543,0,3197078,"108,39","---"
7013,"Ostali prispevki za socialno varnost",1598489,0,1800135,"112,61","---"
702,"Davki na plačilno listo in delovno silo",29067078,0,25622525,"88,15","---"
7021,"Posebni davek na določene prejemke",29067078,0,25622525,"88,15","---"
703,"Davki na premoženje",5722994,0,7476215,"130,63","---"
7030,"Davki na nepremičnine",0,0,546377,"---","---"
7033,"Davki na promet nepremičnin in na finančno premoženje",5722994,0,6929838,"121,09","---"
704,"Domači davki na blago in storitve",4883353453,0,4823899257,"98,78","---"
7040,"Davek na dodano vrednost",3032768695,0,2905027883,"95,79","---"
7041,"Drugi davki na blago in storitve",32106207,0,56779981,"176,85","---"
7042,"Trošarine (akcize)",1503013410,0,1560274334,"103,81","---"
7044,"Davki na posebne storitve",127535219,0,118753016,"93,11","---"
7046,"Letna dajatev za uporabo vozil v cestnem prometu",108392265,0,108271185,"99,89","---"
7047,"Drugi davki na uporabo blaga in storitev",42099634,0,40033598,"95,09","---"
7048,"Davki od prometa motornih vozil",37438024,0,34759262,"92,84","---"
705,"Davki na mednarodno trgovino in transakcije",100495273,0,82549605,"82,14","---"
7050,"Carine",100495273,0,82549605,"82,14","---"
706,"Drugi davki",12815000,0,267380,"2,09","---"
7060,"Drugi davki",12815000,0,267380,"2,09","---"
71,"NEDAVČNI PRIHODKI",458687997,0,525983976,"114,67","---"
710,"Udeležba na dobičku in dohodki od premoženja",144044070,0,228244329,"158,45","---"
7100,"Prihodki od udeležbe na dobičku in dividend ter presežkov prihodkov nad odhodki",50589687,0,147620250,"291,80","---"
7102,"Prihodki od obresti",42000000,0,31306375,"74,54","---"
7103,"Prihodki od premoženja",51454382,0,49317705,"95,85","---"
711,"Takse in pristojbine",80753738,0,78773024,"97,55","---"
7110,"Sodne takse",43489829,0,40461043,"93,04","---"
7111,"Upravne takse in pristojbine",37263909,0,38311981,"102,81","---"
712,"Globe in druge denarne kazni",73606579,0,63863120,"86,76","---"
7120,"Globe in druge denarne kazni",73606579,0,63863120,"86,76","---"
713,"Prihodki od prodaje blaga in storitev",9527542,0,9036342,"94,84","---"
7130,"Prihodki od prodaje blaga in storitev",9527542,0,9036342,"94,84","---"
714,"Drugi nedavčni prihodki",150756069,0,146067161,"96,89","---"
7141,"Drugi nedavčni prihodki",150756069,0,146067161,"96,89","---"
72,"KAPITALSKI PRIHODKI",27697428,0,8616576,"31,11","---"
720,"Prihodki od prodaje osnovnih sredstev",27097209,0,3851481,"14,21","---"
7200,"Prihodki od prodaje zgradb in prostorov",26433378,0,3266169,"12,36","---"
7201,"Prihodki od prodaje prevoznih sredstev",361358,0,432549,"119,70","---"
7202,"Prihodki od prodaje opreme",290782,0,112350,"38,64","---"
7203,"Prihodki od prodaje drugih osnovnih sredstev",11691,0,40412,"345,67","---"
721,"Prihodki od prodaje zalog",2217,0,823,"37,12","---"
7211,"Prihodki od prodaje drugih zalog",2217,0,823,"37,12","---"
722,"Prihodki od prodaje zemljišč in neopredmetenih sredstev",598002,0,4764272,"796,70","---"
7220,"Prihodki od prodaje kmetijskih zemljišč in gozdov",326967,0,849650,"259,86","---"
7221,"Prihodki od prodaje stavbnih zemljišč",271035,0,402702,"148,58","---"
7222,"Prihodki od prodaje premoženjskih pravic in drugih neopredmetenih sredstev",0,0,3511920,"---","---"
73,"PREJETE DONACIJE",7210770,0,6616486,"91,76","---"
730,"Prejete donacije iz domačih virov",72814,0,31474,"43,23","---"
7300,"Prejete donacije in darila od domačih pravnih oseb",54037,0,30465,"56,38","---"
7301,"Prejete donacije in darila od domačih fizičnih oseb",18777,0,1009,"5,38","---"
731,"Prejete donacije iz tujine",7137956,0,6585012,"92,25","---"
7310,"Prejete donacije in darila od tujih nevladnih organizacij in fundacij",1785539,0,2191632,"122,74","---"
7311,"Prejete donacije in darila od tujih vlad in vladnih institucij",5352416,0,4393380,"82,08","---"
74,"TRANSFERNI PRIHODKI",1068200,0,1159639,"108,56","---"
740,"Transferni prihodki iz drugih javnofinančnih institucij",1068200,0,1159639,"108,56","---"
7400,"Prejeta sredstva iz državnega proračuna",1045625,0,1132956,"108,35","---"
7402,"Prejeta sredstva iz skladov socialnega zavarovanja",22575,0,26684,"118,20","---"
