,"I. SKUPAJ PRIHODKI (70+71+72+73+74+78)",8601578911,0,8459465915,"98,35","---"
,"TEKOČI PRIHODKI (70+71)",7446492067,0,7383946044,"99,16","---"
70,"DAVČNI PRIHODKI",6631619056,0,6578504574,"99,20","---"
700,"Davki na dohodek in dobiček",1261760209,0,1260001038,"99,86","---"
7000,"Dohodnina",805489395,0,789614888,"98,03","---"
7001,"Davek od dohodkov pravnih oseb",453927579,0,468364727,"103,18","---"
7002,"Drugi davki na dohodek in dobiček",2343235,0,2021423,"86,27","---"
701,"Prispevki za socialno varnost",55978152,0,56612868,"101,13","---"
7010,"Prispevki zaposlenih",28287007,0,29895997,"105,69","---"
7011,"Prispevki delodajalcev",23006748,0,22261505,"96,76","---"
7012,"Prispevki samozaposlenih",3079838,0,3068507,"99,63","---"
7013,"Ostali prispevki za socialno varnost",1604559,0,1386859,"86,43","---"
702,"Davki na plačilno listo in delovno silo",20235695,0,20199609,"99,82","---"
7021,"Posebni davek na določene prejemke",20235695,0,20199609,"99,82","---"
703,"Davki na premoženje",28092959,0,28324607,"100,82","---"
7030,"Davki na nepremičnine",1574552,0,1561665,"99,18","---"
7031,"Davki na premičnine",193813,0,180675,"93,22","---"
7033,"Davki na promet nepremičnin in na finančno premoženje",26324594,0,26582268,"100,98","---"
704,"Domači davki na blago in storitve",5193081523,0,5135605239,"98,89","---"
7040,"Davek na dodano vrednost",3181322057,0,3153257072,"99,12","---"
7041,"Drugi davki na blago in storitve",108027193,0,107277352,"99,31","---"
7042,"Trošarine (akcize)",1520044340,0,1491281136,"98,11","---"
7044,"Davki na posebne storitve",168305114,0,169565113,"100,75","---"
7046,"Letna dajatev za uporabo vozil v cestnem prometu",144181332,0,143064722,"99,23","---"
7047,"Drugi davki na uporabo blaga in storitev",43435499,0,44045531,"101,40","---"
7048,"Davki od prometa motornih vozil",27765988,0,27114313,"97,65","---"
705,"Davki na mednarodno trgovino in transakcije",72470518,0,77727670,"107,25","---"
7050,"Carine",72470518,0,77727670,"107,25","---"
706,"Drugi davki",0,0,33542,"---","---"
7060,"Drugi davki",0,0,33542,"---","---"
71,"NEDAVČNI PRIHODKI",814873011,0,805441469,"98,84","---"
710,"Udeležba na dobičku in dohodki od premoženja",426142841,0,432773055,"101,56","---"
7100,"Prihodki od udeležbe na dobičku in dividend ter presežkov prihodkov nad odhodki",134699036,0,137586653,"102,14","---"
7102,"Prihodki od obresti",35357798,0,40877828,"115,61","---"
7103,"Prihodki od premoženja",256086007,0,254308574,"99,31","---"
711,"Takse in pristojbine",73013168,0,70922881,"97,14","---"
7110,"Sodne takse",43014633,0,41130998,"95,62","---"
7111,"Upravne takse in pristojbine",29998535,0,29791883,"99,31","---"
712,"Globe in druge denarne kazni",79889467,0,80376299,"100,61","---"
7120,"Globe in druge denarne kazni",79889467,0,80376299,"100,61","---"
713,"Prihodki od prodaje blaga in storitev",8923031,0,8844668,"99,12","---"
7130,"Prihodki od prodaje blaga in storitev",8923031,0,8844668,"99,12","---"
714,"Drugi nedavčni prihodki",226904504,0,212524567,"93,66","---"
7141,"Drugi nedavčni prihodki",226904504,0,212524567,"93,66","---"
72,"KAPITALSKI PRIHODKI",22174918,0,22511918,"101,52","---"
720,"Prihodki od prodaje osnovnih sredstev",3017602,0,4358721,"144,44","---"
7200,"Prihodki od prodaje zgradb in prostorov",2467855,0,3716221,"150,59","---"
7201,"Prihodki od prodaje prevoznih sredstev",240843,0,173990,"72,24","---"
7202,"Prihodki od prodaje opreme",229910,0,281952,"122,64","---"
7203,"Prihodki od prodaje drugih osnovnih sredstev",78994,0,186558,"236,17","---"
721,"Prihodki od prodaje zalog",866,0,867,"100,11","---"
7211,"Prihodki od prodaje drugih zalog",866,0,867,"100,11","---"
722,"Prihodki od prodaje zemljišč in neopredmetenih sredstev",19156450,0,18152331,"94,76","---"
7220,"Prihodki od prodaje kmetijskih zemljišč in gozdov",1098983,0,1168974,"106,37","---"
7221,"Prihodki od prodaje stavbnih zemljišč",199483,0,341452,"171,17","---"
7222,"Prihodki od prodaje premoženjskih pravic in drugih neopredmetenih sredstev",17857984,0,16641905,"93,19","---"
73,"PREJETE DONACIJE",15889906,0,16514095,"103,93","---"
730,"Prejete donacije iz domačih virov",12628042,0,12837971,"101,66","---"
7300,"Prejete donacije in darila od domačih pravnih oseb",9072504,0,9102344,"100,33","---"
7301,"Prejete donacije in darila od domačih fizičnih oseb",3555538,0,3735626,"105,07","---"
731,"Prejete donacije iz tujine",3261864,0,3676125,"112,70","---"
7310,"Prejete donacije in darila od tujih nevladnih organizacij in fundacij",3261864,0,2672414,"81,93","---"
7311,"Prejete donacije in darila od tujih vlad in vladnih institucij",0,0,1003710,"---","---"
74,"TRANSFERNI PRIHODKI",1431298,0,254158,"17,76","---"
740,"Transferni prihodki iz drugih javnofinančnih institucij",1431298,0,254158,"17,76","---"
7400,"Prejeta sredstva iz državnega proračuna",1401571,0,224518,"16,02","---"
7402,"Prejeta sredstva iz skladov socialnega zavarovanja",29727,0,29640,"99,71","---"
78,"PREJETA SREDSTVA IZ EVROPSKE UNIJE",1115590722,0,1036239700,"92,89","---"
781,"Prejeta sredstva iz proračuna EU za izvajanje skupne kmetijske in ribiške politike",257509210,0,263496622,"102,33","---"
7810,"Prejeta sredstva iz proračuna EU iz naslova tržnih ukrepov v kmetijstvu iz Evropskega kmetijskega jamstvenega in usmerjevalnega sklada - Jamstveni del (EAGGF - Guarantee Fund) in Evropskega kmetijskega jamstvenega sklada (EKJS)",3901706,0,5361950,"137,43","---"
7811,"Prejeta sredstva iz proračuna EU iz naslova neposrednih plačil v kmetijstvu iz Evropskega kmetijskega jamstvenega in usmerjevalnega sklada - Jamstveni del (EAGGF - Guarantee Fund) in Evropskega kmetijskega jamstvenega sklada (EKJS)",139989515,0,139989515,"100,00","---"
7812,"Prejeta sredstva iz proračuna EU iz naslova programa razvoja podeželja iz Evropskega kmetijskega jamstvenega in usmerjevalnega sklada - Jamstveni del (EAGGF - Guarantee Fund) in Evropskega kmetijskega sklada za razvoj podeželja (EKSRP)",107750842,0,113035500,"104,90","---"
7813,"Ostala prejeta sredstva iz proračuna EU za izvajanje skupne kmetijske politike",1936091,0,1635661,"84,48","---"
7814,"Prejeta sredstva iz proračuna EU za izvajanje skupne ribiške politike",3931056,0,3473996,"88,37","---"
782,"Prejeta sredstva iz proračuna EU iz strukturnih skladov",435072694,0,403748795,"92,80","---"
7821,"Prejeta sredstva iz proračuna EU iz Evropskega sklada za regionalni razvoj (ERDF)",309400000,0,276701246,"89,43","---"
7822,"Prejeta sredstva iz Evropskega socialnega sklada (ESF)",125672694,0,127047549,"101,09","---"
783,"Prejeta sredstva iz proračuna EU iz kohezijskega sklada",401000000,0,348478824,"86,90","---"
7830,"Prejeta sredstva iz Kohezijskega sklada (CF)",401000000,0,348478824,"86,90","---"
784,"Prejeta sredstva iz proračuna EU za izvajanje centraliziranih in drugih programov EU",16840889,0,11737829,"69,70","---"
7841,"Druga prejeta sredstva iz proračuna EU za izvajanje notranjih politik EU 2004 - 2006",11000003,0,3,"0,00","---"
7842,"Prejeta sredstva iz proračuna EU iz naslova Konkurenčnost za rast in zaposlovanje",33117,0,39910,"120,51","---"
7843,"Prejeta sredstva iz proračuna EU iz naslova Državljanstvo, svoboda, varnost in pravica",5807769,0,11697915,"201,42","---"
786,"Ostala prejeta sredstva iz proračuna Evropske unije",2709079,0,631422,"23,31","---"
7860,"Ostala prejeta sredstva iz proračuna EU",2709079,0,631422,"23,31","---"
787,"Prejeta sredstva od drugih evropskih institucij",2458850,0,8146208,"331,30","---"
7870,"Prejeta sredstva od drugih evropskih institucij",2458850,0,8146208,"331,30","---"
,"II. SKUPAJ ODHODKI (40+41+42+43+45)",9816668881,9887825615,9654920966,"98,35","97,64"
40,"TEKOČI ODHODKI",2918795675,2947416319,2872961795,"98,43","97,47"
400,"Plače in drugi izdatki zaposlenim",915507193,916236067,910214664,"99,42","99,34"
4000,"Plače in dodatki",808198910,810638034,806028085,"99,73","99,43"
4001,"Regres za letni dopust",14592762,14399275,13892498,"95,20","96,48"
4002,"Povračila in nadomestila",71417938,71079076,70654865,"98,93","99,40"
4003,"Sredstva za delovno uspešnost",8584561,8503605,8186250,"95,36","96,27"
4004,"Sredstva za nadurno delo",5523223,5128317,5037343,"91,20","98,23"
4005,"Plače za delo nerezidentov po pogodbi",3299,2430,0,"0,00","0,00"
4009,"Drugi izdatki zaposlenim",7186500,6485330,6415624,"89,27","98,93"
401,"Prispevki delodajalcev za socialno varnost",164158413,161305635,160173953,"97,57","99,30"
4010,"Prispevek za pokojninsko in invalidsko zavarovanje",99622260,98146232,97573204,"97,94","99,42"
4011,"Prispevek za zdravstveno zavarovanje",57688157,57407438,57118211,"99,01","99,50"
4012,"Prispevek za zaposlovanje",702032,560332,528778,"75,32","94,37"
4013,"Prispevek za starševsko varstvo",1091463,846957,805673,"73,82","95,13"
4015,"Premije kolektivnega dodatnega pokojninskega zavarovanja, na podlagi ZKDPZJU",5054500,4344677,4148088,"82,07","95,48"
402,"Izdatki za blago in storitve",682659758,709502460,651538179,"95,44","91,83"
4020,"Pisarniški in splošni material in storitve",60979412,56581497,52200871,"85,60","92,26"
4021,"Posebni material in storitve",91629392,91108940,84508371,"92,23","92,76"
4022,"Energija, voda, komunalne storitve in komunikacije",63006927,60271656,59159032,"93,89","98,15"
4023,"Prevozni stroški in storitve",35906660,36855297,34399657,"95,80","93,34"
4024,"Izdatki za službena potovanja",10492932,10586731,8300689,"79,11","78,41"
4025,"Tekoče vzdrževanje",199121540,221428125,199551937,"100,22","90,12"
4026,"Poslovne najemnine in zakupnine",56852924,56516839,55232092,"97,15","97,73"
4027,"Kazni in odškodnine",43186761,43115216,35515100,"82,24","82,37"
4029,"Drugi operativni odhodki",121483210,133038158,122670429,"100,98","92,21"
403,"Plačila domačih obresti",663726724,663726724,656695416,"98,94","98,94"
