,"I. SKUPAJ PRIHODKI (70+71+72+73+74+78)",7963778219,0,7833337135,"98,36","---"
,"TEKOČI PRIHODKI (70+71)",7069953846,0,7005185245,"99,08","---"
70,"DAVČNI PRIHODKI",6649493536,0,6574706081,"98,88","---"
700,"Davki na dohodek in dobiček",1609331684,0,1581708827,"98,28","---"
7000,"Dohodnina",956169538,0,912500437,"95,43","---"
7001,"Davek od dohodkov pravnih oseb",652978076,0,667636693,"102,24","---"
7002,"Drugi davki na dohodek in dobiček",184070,0,1571696,"853,86","---"
701,"Prispevki za socialno varnost",55446915,0,54546199,"98,38","---"
7010,"Prispevki zaposlenih",30762899,0,29709732,"96,58","---"
7011,"Prispevki delodajalcev",20452988,0,20221972,"98,87","---"
7012,"Prispevki samozaposlenih",2834170,0,2967347,"104,70","---"
7013,"Ostali prispevki za socialno varnost",1396858,0,1647147,"117,92","---"
702,"Davki na plačilno listo in delovno silo",28346265,0,29242533,"103,16","---"
7021,"Posebni davek na določene prejemke",28346265,0,29242533,"103,16","---"
703,"Davki na premoženje",31102,0,708817,"2279,01","---"
7030,"Davki na nepremičnine",31102,0,0,"0,00","---"
7033,"Davki na promet nepremičnin in na finančno premoženje",0,0,708817,"---","---"
704,"Domači davki na blago in storitve",4854748339,0,4796541443,"98,80","---"
7040,"Davek na dodano vrednost",3087098280,0,2992405400,"96,93","---"
7041,"Drugi davki na blago in storitve",34158928,0,30075860,"88,05","---"
7042,"Trošarine (akcize)",1423051572,0,1462405727,"102,77","---"
7044,"Davki na posebne storitve",125157513,0,126110410,"100,76","---"
7046,"Letna dajatev za uporabo vozil v cestnem prometu",107547618,0,106266927,"98,81","---"
7047,"Drugi davki na uporabo blaga in storitev",36519919,0,41311077,"113,12","---"
7048,"Davki od prometa motornih vozil",41214510,0,37966042,"92,12","---"
705,"Davki na mednarodno trgovino in transakcije",100333188,0,100249710,"99,92","---"
7050,"Carine",100333188,0,100249710,"99,92","---"
706,"Drugi davki",1256044,0,11708554,"932,18","---"
7060,"Drugi davki",1256044,0,11708554,"932,18","---"
71,"NEDAVČNI PRIHODKI",420460310,0,430479164,"102,38","---"
710,"Udeležba na dobičku in dohodki od premoženja",127334945,0,133424509,"104,78","---"
7100,"Prihodki od udeležbe na dobičku in dividend ter presežkov prihodkov nad odhodki",57902381,0,50589687,"87,37","---"
7102,"Prihodki od obresti",23372016,0,31380440,"134,27","---"
7103,"Prihodki od premoženja",46060548,0,51454382,"111,71","---"
711,"Takse in pristojbine",75515487,0,76528095,"101,34","---"
7110,"Sodne takse",43808439,0,43489829,"99,27","---"
7111,"Upravne takse in pristojbine",31707048,0,33038266,"104,20","---"
712,"Globe in druge denarne kazni",75787715,0,73606579,"97,12","---"
7120,"Globe in druge denarne kazni",75787715,0,73606579,"97,12","---"
713,"Prihodki od prodaje blaga in storitev",9309844,0,9340728,"100,33","---"
7130,"Prihodki od prodaje blaga in storitev",9309844,0,9340728,"100,33","---"
714,"Drugi nedavčni prihodki",132512319,0,137579253,"103,82","---"
7141,"Drugi nedavčni prihodki",132512319,0,137579253,"103,82","---"
72,"KAPITALSKI PRIHODKI",24715018,0,7697428,"31,14","---"
720,"Prihodki od prodaje osnovnih sredstev",23338001,0,7097209,"30,41","---"
7200,"Prihodki od prodaje zgradb in prostorov",21932041,0,6433378,"29,33","---"
7201,"Prihodki od prodaje prevoznih sredstev",1148411,0,361358,"31,47","---"
7202,"Prihodki od prodaje opreme",224736,0,290782,"129,39","---"
7203,"Prihodki od prodaje drugih osnovnih sredstev",32813,0,11691,"35,63","---"
721,"Prihodki od prodaje zalog",0,0,2217,"---","---"
7211,"Prihodki od prodaje drugih zalog",0,0,2217,"---","---"
722,"Prihodki od prodaje zemljišč in neopredmetenih sredstev",1377017,0,598002,"43,43","---"
7220,"Prihodki od prodaje kmetijskih zemljišč in gozdov",195956,0,326967,"166,86","---"
7221,"Prihodki od prodaje stavbnih zemljišč",1181061,0,271035,"22,95","---"
73,"PREJETE DONACIJE",13845254,0,7210770,"52,08","---"
730,"Prejete donacije iz domačih virov",265477,0,72814,"27,43","---"
7300,"Prejete donacije in darila od domačih pravnih oseb",265477,0,54037,"20,35","---"
7301,"Prejete donacije in darila od domačih fizičnih oseb",0,0,18777,"---","---"
731,"Prejete donacije iz tujine",13579777,0,7137956,"52,56","---"
7310,"Prejete donacije in darila od tujih nevladnih organizacij in fundacij",3711378,0,1785539,"48,11","---"
7311,"Prejete donacije in darila od tujih vlad in vladnih institucij",9868399,0,5352416,"54,24","---"
74,"TRANSFERNI PRIHODKI",1063032,0,1047255,"98,52","---"
740,"Transferni prihodki iz drugih javnofinančnih institucij",1063032,0,1047255,"98,52","---"
7400,"Prejeta sredstva iz državnega proračuna",1040934,0,1025122,"98,48","---"
7402,"Prejeta sredstva iz skladov socialnega zavarovanja",22098,0,22132,"100,16","---"
78,"PREJETA SREDSTVA IZ EVROPSKE UNIJE",854201069,0,812196437,"95,08","---"
780,"Predpristopna in popristopna pomoč Evropske unije",8156,0,681870,"8360,35","---"
7800,"Prejeta sredstva PHARE",0,0,0,"---","---"
7801,"Prejeta sredstva ISPA",8156,0,678927,"8324,26","---"
7802,"Prejeta sredstva SAPARD",0,0,2740,"---","---"
7803,"Popristopna pomoč",0,0,204,"---","---"
781,"Prejeta sredstva iz proračuna EU za izvajanje skupne kmetijske in ribiške politike",224138953,0,220253477,"98,27","---"
7810,"Prejeta sredstva iz proračuna EU iz naslova tržnih ukrepov v kmetijstvu iz Evropskega kmetijskega jamstvenega in usmerjevalnega sklada - Jamstveni del (EAGGF - Guarantee Fund) in Evropskega kmetijskega jamstvenega sklada (EKJS)",8196081,0,5717622,"69,76","---"
7811,"Prejeta sredstva iz proračuna EU iz naslova neposrednih plačil v kmetijstvu iz Evropskega kmetijskega jamstvenega in usmerjevalnega sklada - Jamstveni del (EAGGF - Guarantee Fund) in Evropskega kmetijskega jamstvenega sklada (EKJS)",102389000,0,101689404,"99,32","---"
7812,"Prejeta sredstva iz proračuna EU iz naslova programa razvoja podeželja iz Evropskega kmetijskega jamstvenega in usmerjevalnega sklada - Jamstveni del (EAGGF - Guarantee Fund) in Evropskega kmetijskega sklada za razvoj podeželja (EKSRP)",106964983,0,107786603,"100,77","---"
7813,"Ostala prejeta sredstva iz proračuna EU za izvajanje skupne kmetijske politike",2132357,0,2025383,"94,98","---"
7814,"Prejeta sredstva iz proračuna EU za izvajanje skupne ribiške politike",4456532,0,3034464,"68,09","---"
782,"Prejeta sredstva iz proračuna EU iz strukturnih skladov",502910395,0,516852453,"102,77","---"
7821,"Prejeta sredstva iz proračuna EU iz Evropskega sklada za regionalni razvoj (ERDF)",293337182,0,382374289,"130,35","---"
7822,"Prejeta sredstva iz Evropskega socialnega sklada (ESF)",209573213,0,134331431,"64,10","---"
7823,"Prejeta sredstva iz proračuna EU iz naslova Finančnega instrumenta za usmerjanje ribištva (FIFG)",0,0,146734,"---","---"
783,"Prejeta sredstva iz proračuna EU iz kohezijskega sklada",103714309,0,60214171,"58,06","---"
7830,"Prejeta sredstva iz Kohezijskega sklada (CF)",103714309,0,60214171,"58,06","---"
784,"Prejeta sredstva iz proračuna EU za izvajanje centraliziranih in drugih programov EU",15797696,0,9134861,"57,82","---"
7841,"Druga prejeta sredstva iz proračuna EU za izvajanje notranjih politik EU 2004 - 2006",15797696,0,2666766,"16,88","---"
7843,"Prejeta sredstva iz proračuna EU iz naslova Državljanstvo, svoboda, varnost in pravica",0,0,6468095,"---","---"
786,"Ostala prejeta sredstva iz proračuna Evropske unije",7125319,0,2017992,"28,32","---"
7860,"Ostala prejeta sredstva iz proračuna EU",7125319,0,2017992,"28,32","---"
787,"Prejeta sredstva od drugih evropskih institucij",506241,0,2163730,"427,41","---"
7870,"Prejeta sredstva od drugih evropskih institucij",506241,0,2163730,"427,41","---"
788,"Prejeta vračila sredstev iz proračuna Evropske unije",0,0,877883,"---","---"
