"","A Bilanca odhodkov","9652121502",""
"5014","Delovno in socialno sodišče v Ljubljani","3569326",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","3569326",""
"1501","Pravosodje","3569326",""
"150101","Dejavnosti sodišč","3447326",""
"15010101","Brezplačna pravna pomoč","208125",""
"15010104","Odločanje v kazenskih, civilnih, upravnih, delovnih in socialnih sporih","2899033",""
"15010105","Podporne dejavnosti in administracija","340168",""
"150105","Alternativno reševanje pravosodnih sporov","122000",""
"15010502","Izvajanje postopkov alternativnega reševanja sporov pred sodišči","122000",""
"5015","Delovno sodišče v Mariboru","1326612",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","1326612",""
"1501","Pravosodje","1326612",""
"150101","Dejavnosti sodišč","1305612",""
"15010101","Brezplačna pravna pomoč","154409",""
"15010104","Odločanje v kazenskih, civilnih, upravnih, delovnih in socialnih sporih","919631",""
"15010105","Podporne dejavnosti in administracija","231572",""
"150105","Alternativno reševanje pravosodnih sporov","21000",""
"15010502","Izvajanje postopkov alternativnega reševanja sporov pred sodišči","21000",""
"","B Račun finančnih terjatev in naložb","760150053",""
"2","VLADNI PRORAČUNSKI UPORABNIKI","760150053",""
"151","SLUŽBA VLADE RS ZA LOKALNO SAMOUPRAVO IN REGIONALNO POLITIKO","8086087",""
"1536","Služba Vlade RS za lokalno samoupravo in regionalno politiko","8086087",""
"01","PODJETNIŠTVO IN KONKURENČNOST","8086087",""
"0102","Spodbujanje rasti in razvoja podjetij","8086087",""
"010201","Spodbude za rast in razvoj podjetij","8086087",""
"01020104","Razvojni ukrepi SRRS","8086087",""
"16","MINISTRSTVO ZA FINANCE","662620187",""
"1611","Ministrstvo za finance","662620187",""
"01","PODJETNIŠTVO IN KONKURENČNOST","520536372",""
"0102","Spodbujanje rasti in razvoja podjetij","520536372",""
"010202","Spodbujanje tujih investicij in odprtosti gospodarstva","2178481",""
"01020204","Dodeljevanje finančnih spodbud in financiranje","2178481",""
"010204","Podpora prestrukturiranju nefinančnih družb","518357891",""
"01020401","Izdajanje poroštev in jamstev države","18357891",""
"01020402","Upravljanje s finančnim premoženjem države","500000000",""
"13","NACIONALNA VARNOST, OBRAMBA IN ZUNANJE ZADEVE","1123815",""
"1303","Zunanja politika","1123815",""
"130303","Razvojno sodelovanje in humanitarna pomoč","1123815",""
"13030305","Multilateralno razvojno sodelovanje in druge multilateralne mednarodne obveznosti","1123815",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","360000",""
"1501","Pravosodje","360000",""
"150104","Poprava krivic in odškodnine","360000",""
"15010402","Izplačilo obveznosti po Zakonu o denacionalizaciji","160000",""
"15010403","Izplačilo odškodnin po sodnih sklepih in izvensodnih poravnavah","200000",""
"16","SERVISIRANJE JAVNEGA DOLGA, PLAČILA V EVROPSKO UNIJO IN REZERVE","140600000",""
"1602","Plačila v Evropsko unijo","140600000",""
"160202","Finančna stabilnost EU","140600000",""
"16020201","Finančna stabilnost EU","140600000",""
"21","MINISTRSTVO ZA GOSPODARSTVO","22170594",""
"2111","Ministrstvo za gospodarstvo","22170594",""
"01","PODJETNIŠTVO IN KONKURENČNOST","19780000",""
"0102","Spodbujanje rasti in razvoja podjetij","19780000",""
"010201","Spodbude za rast in razvoj podjetij","8200000",""
"01020101","Podpora  rasti in razvoj podjetij","8200000",""
"010204","Podpora prestrukturiranju nefinančnih družb","11580000",""
"01020403","Reševanje in prestrukturiranje  podjetij","11580000",""
"07","ENERGETIKA","2390594",""
"0701","Oskrba z energijo","2390594",""
"070101","Proizvodnja energije","2390594",""
"07010101","Podpora projektom na OVE in energetski infrastrukturi","2390594",""
"25","MINISTRSTVO ZA OKOLJE IN PROSTOR","17200000",""
"2511","Ministrstvo za okolje in prostor","17200000",""
"09","OKOLJSKA IN PROSTORSKA POLITIKA","17200000",""
"0901","Trajnostno upravljanje z naravnimi viri","5200000",""
"090101","Trajnostno upravljanje z naravnimi viri in izgradnja okoljske infrastrukture","5200000",""
"09010105","Povečanje namenskega premoženja Eko sklada","5200000",""
"0903","Stanovanjska in komunalna politika ter urejanje prostora","12000000",""
"090301","Spodbujanje stanovanjske gradnje","12000000",""
"09030101","Reševanje stanovanjske problematike","12000000",""
"32","MINISTRSTVO ZA VISOKO ŠOLSTVO, ZNANOST IN TEHNOLOGIJO","50073184",""
"3211","Ministrstvo za visoko šolstvo, znanost in tehnologijo","50073184",""
"02","VISOKO ŠOLSTVO, ZNANOST, TEHNOLOGIJA IN INFORMACIJSKA DRUŽBA","50073184",""
"0202","Znanstveno - raziskovalna dejavnost","294",""
"020203","Raziskovalna infrastruktura","294",""
"02020301","Infrastrukturna podpora raziskovalni dejavnosti","294",""
"0203","Tehnologija in informacijska družba","50072890",""
"020301","Podpora tehnološkim razvojnim projektom","50072890",""
"02030104","Spodbujanje tehnološkega razvoja in inovativnosti","50072890",""
"","C Račun financiranja","990479948",""
"2","VLADNI PRORAČUNSKI UPORABNIKI","990479948",""
"16","MINISTRSTVO ZA FINANCE","990479948",""
"1611","Ministrstvo za finance","990479948",""
"16","SERVISIRANJE JAVNEGA DOLGA, PLAČILA V EVROPSKO UNIJO IN REZERVE","990479948",""
"1601","Servisiranje javnega dolga","990479948",""
"160101","Servisiranje domačega dolga","527396017",""
"16010102","Obveznosti iz naslova glavnic domačega dolga","527396017",""
"160102","Servisiranje dolga do tujine","463083931",""
"16010202","Obveznosti iz naslova glavnic tujega dolga","463083931",""

